"UBS Group AG Registered Ordinar",16.01,15.95,N/A,N/A,16.10,15.99,-0.13,"-0.13 - -0.81%",N/A,N/A,"-0.81%",N/A,N/A,15.95,16.06,N/A,"8:00pm - <b>15.97</b>",15.97,13.74,N/A,N/A,N/A,"15.95 - 16.06",N/A,23.19,14.01,1.96,-7.22,+13.99%,-31.13%,"14.01 - 23.19",1903954,400,400,22700,3035210,1.72,1.37,1.57,0.39,15.45,0.00,1.88,1.04,9.29,N/A,2.91,11.66,10.17,4.64,3.65,0.59,"9/22/2015","5/11/2015","4/15/2016",N/A,"8:00pm",-1.76,-9.93%,-0.11,-0.68%,16.08,17.73,N/A,N/A,N/A,N/A,N/A,1903954,59.90B,N/A,3495317000,N/A,"UBS",N/A,"NYQ",3751025000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.07B
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"UBS^D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"UCP, Inc. Class A Common Stock",7.89,7.84,N/A,N/A,7.79,7.85,+0.10,"+0.10 - +1.28%",N/A,N/A,"+1.28%",N/A,N/A,7.73,7.95,N/A,"8:00pm - <b>7.89</b>",7.89,10.50,N/A,N/A,N/A,"7.73 - 7.95",N/A,9.44,5.22,2.67,-1.55,+51.15%,-16.42%,"5.22 - 9.44",44689,400,100,3826,25737,-0.36,0.40,0.64,0.06,10.84,-6.08M,0.29,0.72,N/A,N/A,0.97,19.72,12.33,11.95,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",1.01,+14.62%,0.67,+9.26%,7.22,6.88,N/A,N/A,N/A,N/A,N/A,44689,63.23M,N/A,6512000,N/A,"UCP",N/A,"NYQ",8014000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,218.13M
"UGI Corporation Common Stock",43.04,41.00,N/A,N/A,40.78,40.73,+0.25,"+0.25 - +0.61%",N/A,N/A,"+0.61%",N/A,N/A,40.70,41.16,N/A,"8:00pm - <b>41.03</b>",41.03,39.10,N/A,N/A,N/A,"40.70 - 41.16",N/A,41.16,31.51,9.52,-0.13,+30.21%,-0.32%,"31.51 - 41.16",598542,100,400,89423,891324,2.06,2.05,2.29,0.08,15.82,1.45B,1.11,2.58,19.92,N/A,2.50,20.01,17.92,3.66,2.23,0.91,"4/1/2016","3/11/2016","4/15/2016",N/A,"8:00pm",5.18,+14.46%,1.56,+3.95%,39.47,35.85,N/A,N/A,N/A,N/A,N/A,598542,7.05B,N/A,170506000,N/A,"UGI",N/A,"NYQ",171914000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.29B
"Ultra Petroleum Corp. Common St",0.62,0.53,N/A,N/A,0.54,0.51,-0.01,"-0.01 - -1.40%",N/A,N/A,"-1.40%",N/A,N/A,0.50,0.62,N/A,"8:00pm - <b>0.53</b>",0.53,7.93,N/A,N/A,N/A,"0.50 - 0.62",N/A,18.04,0.18,0.35,-17.51,+194.44%,-97.06%,"0.18 - 18.04",8104441,1500,10000,23078,12617000,-20.94,0.12,0.80,-0.03,1.40,474.12M,0.10,0.38,N/A,N/A,0.34,4.42,0.66,2.44,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",-2.28,-81.13%,-0.06,-10.56%,0.59,2.81,N/A,N/A,N/A,N/A,N/A,8104441,81.22M,N/A,150087000,N/A,"UPL",N/A,"NYQ",153253000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,839.11M
"Ultrapar Participacoes S.A. (Ne",24.08,17.07,N/A,N/A,20.75,20.60,-0.18,"-0.18 - -0.87%",N/A,N/A,"-0.87%",N/A,N/A,20.35,20.68,N/A,"8:00pm - <b>20.57</b>",20.57,20.55,N/A,N/A,N/A,"20.35 - 20.68",N/A,24.53,12.93,7.64,-3.96,+59.09%,-16.14%,"12.93 - 24.53",417623,100,100,10282,541603,0.78,0.72,0.92,0.00,4.18,1.13B,0.52,4.96,26.24,N/A,2.35,28.57,22.36,0.81,2.05,0.43,"3/14/2016","2/25/2016","4/15/2016",N/A,"8:00pm",3.78,+22.51%,1.97,+10.59%,18.60,16.79,N/A,N/A,N/A,N/A,N/A,417623,11.17B,N/A,375102000,N/A,"UGP",N/A,"NYQ",543083000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.63B
"UMH Properties, Inc. Common Sto",9.90,9.86,N/A,N/A,9.70,9.67,+0.13,"+0.13 - +1.34%",N/A,N/A,"+1.34%",N/A,N/A,9.65,9.90,N/A,"8:00pm - <b>9.83</b>",9.83,11.50,N/A,N/A,N/A,"9.65 - 9.90",N/A,10.79,9.00,0.83,-0.96,+9.22%,-8.90%,"9.00 - 10.79",63627,200,400,3798,73045,-0.16,0.62,0.76,0.15,4.22,27.76M,3.34,2.30,N/A,N/A,1.12,15.85,12.93,8.32,7.42,0.72,"3/15/2016","2/11/2016","4/15/2016",N/A,"8:00pm",0.09,+0.97%,-0.02,-0.24%,9.85,9.74,N/A,N/A,N/A,N/A,N/A,63627,265.52M,N/A,24453000,N/A,"UMH",N/A,"NYQ",27011000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.47M
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"UMH^A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"UMH^B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Under Armour, Inc. Class A Comm",43.20,43.03,N/A,N/A,43.48,42.85,-0.40,"-0.40 - -0.92%",N/A,N/A,"-0.92%",N/A,N/A,42.22,43.11,N/A,"8:00pm - <b>43.08</b>",43.08,50.23,N/A,N/A,N/A,"42.22 - 43.11",N/A,52.94,31.61,11.47,-9.86,+36.26%,-18.63%,"31.61 - 52.94",5095714,500,200,100,7471350,1.05,0.66,0.84,0.04,7.72,515.79M,2.37,5.63,41.03,N/A,2.69,65.27,51.29,10.95,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",0.41,+0.96%,1.23,+2.94%,41.85,42.67,N/A,N/A,N/A,N/A,N/A,5095714,9.31B,N/A,179308000,N/A,"UA",N/A,"NYQ",216096000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.96B
"Unifi, Inc. New Common Stock",26.54,18.77,N/A,N/A,22.77,22.55,-0.12,"-0.12 - -0.53%",N/A,N/A,"-0.53%",N/A,N/A,22.31,22.83,N/A,"8:00pm - <b>22.65</b>",22.65,48.00,N/A,N/A,N/A,"22.31 - 22.83",N/A,37.54,20.71,1.94,-14.89,+9.37%,-39.66%,"20.71 - 37.54",28364,100,100,3495,91203,2.14,1.97,2.34,0.65,16.63,56.83M,0.61,1.37,10.56,N/A,0.68,11.50,9.68,5.90,0.00,0.00,N/A,"4/29/1998","4/15/2016",N/A,"8:00pm",-3.72,-14.09%,-0.25,-1.10%,22.90,26.37,N/A,N/A,N/A,N/A,N/A,28364,404.05M,N/A,14218000,N/A,"UFI",N/A,"NYQ",17839000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,665.64M
"Unifirst Corporation Common Sto",116.38,104.88,N/A,N/A,110.20,109.82,+0.30,"+0.30 - +0.27%",N/A,N/A,"+0.27%",N/A,N/A,109.17,111.27,N/A,"8:00pm - <b>110.50</b>",110.50,121.00,N/A,N/A,N/A,"109.17 - 111.27",N/A,122.77,96.90,13.60,-12.27,+14.04%,-9.99%,"96.90 - 122.77",85881,100,100,5587,103005,6.07,5.57,6.04,1.28,63.47,277.60M,1.52,1.74,18.20,N/A,1.80,19.84,18.29,3.54,0.14,0.15,"4/1/2016","3/9/2016","4/15/2016",N/A,"8:00pm",4.52,+4.26%,1.75,+1.61%,108.75,105.98,N/A,N/A,N/A,N/A,N/A,85881,2.22B,N/A,14966000,N/A,"UNF",N/A,"NYQ",20126000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.46B
"Unilever NV Common Stock",45.61,45.60,N/A,N/A,45.30,45.47,+0.33,"+0.33 - +0.73%",N/A,N/A,"+0.73%",N/A,N/A,45.44,45.74,N/A,"8:00pm - <b>45.63</b>",45.63,48.00,N/A,N/A,N/A,"45.44 - 45.74",N/A,46.53,37.92,7.71,-0.90,+20.33%,-1.93%,"37.92 - 46.53",1514454,6900,15000,28712,2251840,1.96,2.25,2.37,0.00,6.21,9.70B,2.12,7.30,23.25,N/A,2.19,20.28,19.25,0.68,2.91,1.32,"3/9/2016","2/3/2016","4/15/2016",N/A,"8:00pm",2.11,+4.86%,1.28,+2.89%,44.35,43.52,N/A,N/A,N/A,N/A,N/A,1514454,129.54B,N/A,1561057000,N/A,"UN",N/A,"NYQ",2838854000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.79B
"Unilever PLC Common Stock",46.90,46.01,N/A,N/A,46.17,46.40,+0.43,"+0.43 - +0.93%",N/A,N/A,"+0.93%",N/A,N/A,46.35,46.63,N/A,"8:00pm - <b>46.60</b>",46.60,48.67,N/A,N/A,N/A,"46.35 - 46.63",N/A,46.63,38.60,8.00,-0.03,+20.73%,-0.06%,"38.60 - 46.63",1138482,300,300,22479,1343520,1.96,2.18,2.26,0.00,6.21,9.70B,2.16,7.44,23.74,N/A,2.98,21.38,20.62,0.93,2.86,1.32,"3/9/2016","2/3/2016","4/15/2016",N/A,"8:00pm",3.14,+7.22%,1.78,+3.96%,44.82,43.46,N/A,N/A,N/A,N/A,N/A,1138482,132.29B,N/A,1248613000,N/A,"UL",N/A,"NYQ",2838854000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.79B
"Union Pacific Corporation Commo",81.39,81.03,N/A,N/A,82.32,82.19,-1.11,"-1.11 - -1.35%",N/A,N/A,"-1.35%",N/A,N/A,81.02,82.42,N/A,"8:00pm - <b>81.21</b>",81.21,84.88,N/A,N/A,N/A,"81.02 - 82.42",N/A,111.38,67.06,14.15,-30.17,+21.10%,-27.09%,"67.06 - 111.38",3803987,200,100,353170,5897050,5.49,5.28,5.85,1.30,24.38,10.06B,3.19,3.38,14.79,N/A,1.90,15.38,13.88,2.65,2.67,2.20,"3/31/2016","2/25/2016","4/15/2016",N/A,"8:00pm",-0.36,-0.44%,0.93,+1.15%,80.28,81.57,N/A,N/A,N/A,N/A,N/A,3803987,68.74B,N/A,844162000,N/A,"UNP",N/A,"NYQ",846414000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.81B
"Unisys Corporation New Common S",7.54,7.53,N/A,N/A,7.38,7.37,+0.16,"+0.16 - +2.17%",N/A,N/A,"+2.17%",N/A,N/A,7.32,7.59,N/A,"8:00pm - <b>7.54</b>",7.54,18.33,N/A,N/A,N/A,"7.32 - 7.59",N/A,23.65,7.04,0.50,-16.11,+7.10%,-68.12%,"7.04 - 23.65",666457,7200,9700,48427,1169800,-2.20,-0.61,0.01,-0.76,-27.61,2.40M,0.12,N/A,N/A,N/A,-1.34,N/A,754.00,3.75,0.00,0.00,N/A,"6/18/1990","4/15/2016",N/A,"8:00pm",-3.29,-30.41%,-0.88,-10.49%,8.42,10.83,N/A,N/A,N/A,N/A,N/A,666457,376.53M,N/A,45710000,N/A,"UIS",N/A,"NYQ",49937000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.02B
"Unit Corporation Common Stock",10.94,9.60,N/A,N/A,10.70,10.42,-0.13,"-0.13 - -1.21%",N/A,N/A,"-1.21%",N/A,N/A,10.17,10.90,N/A,"8:00pm - <b>10.57</b>",10.57,13.71,N/A,N/A,N/A,"10.17 - 10.90",N/A,36.23,3.90,6.67,-25.66,+171.03%,-70.83%,"3.90 - 36.23",600193,500,100,38228,1729520,-21.12,-1.30,-0.31,-0.37,26.06,367.75M,0.64,0.41,N/A,N/A,-0.19,N/A,N/A,2.91,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",-0.99,-8.52%,1.33,+14.42%,9.24,11.56,N/A,N/A,N/A,N/A,N/A,600193,539.30M,N/A,49684000,N/A,"UNT",N/A,"NYQ",51022000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,854.23M
"United Continental Holdings",57.60,56.74,N/A,N/A,56.73,56.97,+0.17,"+0.17 - +0.30%",N/A,N/A,"+0.30%",N/A,N/A,56.08,57.11,N/A,"8:00pm - <b>56.90</b>",56.90,70.18,N/A,N/A,N/A,"56.08 - 57.11",N/A,64.95,42.17,14.73,-8.05,+34.93%,-12.39%,"42.17 - 64.95",2847903,1000,300,283268,5577070,19.47,8.70,9.04,2.64,24.59,7.22B,0.54,2.31,2.92,N/A,1.73,6.54,6.29,2.93,0.00,0.00,"1/23/2008","1/7/2008","4/15/2016",N/A,"8:00pm",1.49,+2.69%,-0.55,-0.95%,57.45,55.41,N/A,N/A,N/A,N/A,N/A,2847903,20.45B,N/A,358388000,N/A,"UAL",N/A,"NYQ",359484000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.86B
"UDR, Inc. Common Stock",39.36,33.19,N/A,N/A,35.53,35.53,+0.76,"+0.76 - +2.14%",N/A,N/A,"+2.14%",N/A,N/A,35.35,36.39,N/A,"8:00pm - <b>36.29</b>",36.29,38.05,N/A,N/A,N/A,"35.35 - 36.39",N/A,38.61,30.03,6.26,-2.32,+20.85%,-6.01%,"30.03 - 38.61",1734157,300,100,124974,2724480,1.29,1.79,1.91,0.45,10.90,546.13M,10.38,3.26,28.11,N/A,3.29,20.27,19.00,1.65,3.32,1.18,"2/1/2016","4/7/2016","4/15/2016",N/A,"8:00pm",0.37,+1.02%,-0.55,-1.50%,36.84,35.92,N/A,N/A,N/A,N/A,N/A,1734157,9.51B,N/A,258719000,N/A,"UDR",N/A,"NYQ",262132000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,897.57M
"United Microelectronics Corpora",2.15,1.98,N/A,N/A,2.02,2.02,-0.02,"-0.02 - -0.99%",N/A,N/A,"-0.99%",N/A,N/A,2.00,2.02,N/A,"8:00pm - <b>2.00</b>",2.00,2.05,N/A,N/A,N/A,"2.00 - 2.02",N/A,2.45,1.42,0.58,-0.45,+40.85%,-18.37%,"1.42 - 2.45",523530,600,300,7001,828326,0.17,0.11,0.11,0.00,2.82,1.74B,1.12,0.72,12.12,N/A,0.00,N/A,18.18,16.96,4.19,0.08,"8/20/2015","7/14/2015","4/15/2016",N/A,"8:00pm",0.08,+4.27%,-0.07,-3.53%,2.07,1.92,N/A,N/A,N/A,N/A,N/A,523530,4.96B,N/A,2223544000,N/A,"UMC",N/A,"NYQ",2481579000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.47B
"United Parcel Service, Inc. Com",105.78,105.30,N/A,N/A,105.08,105.28,+0.46,"+0.46 - +0.44%",N/A,N/A,"+0.44%",N/A,N/A,105.13,105.98,N/A,"8:00pm - <b>105.54</b>",105.54,107.05,N/A,N/A,N/A,"105.13 - 105.98",N/A,107.32,87.30,18.24,-1.78,+20.89%,-1.66%,"87.30 - 107.32",2668409,100,400,580615,3102200,5.35,5.78,6.24,1.43,2.79,9.75B,1.59,37.73,19.73,N/A,1.91,18.26,16.91,4.06,2.97,3.12,"3/9/2016","2/18/2016","4/15/2016",N/A,"8:00pm",5.43,+5.43%,2.65,+2.58%,102.89,100.11,N/A,N/A,N/A,N/A,N/A,2668409,93.34B,N/A,690152000,N/A,"UPS",N/A,"NYQ",884391000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.36B
"United Rentals, Inc. Common Sto",61.10,60.81,N/A,N/A,61.34,61.00,-0.34,"-0.34 - -0.55%",N/A,N/A,"-0.55%",N/A,N/A,59.95,61.24,N/A,"8:00pm - <b>61.00</b>",61.00,60.59,N/A,N/A,N/A,"59.95 - 61.24",N/A,105.83,41.90,19.10,-44.83,+45.58%,-42.36%,"41.90 - 105.83",1158909,200,100,53937,2317150,6.07,7.89,8.40,1.93,16.08,1.80B,0.96,3.81,10.05,N/A,0.70,7.73,7.26,4.29,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",-2.73,-4.29%,1.48,+2.49%,59.52,63.73,N/A,N/A,N/A,N/A,N/A,1158909,5.55B,N/A,90320000,N/A,"URI",N/A,"NYQ",90970000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.82B
"United States Cellular Corporat",43.11,43.08,N/A,N/A,42.62,42.42,+0.45,"+0.45 - +1.06%",N/A,N/A,"+1.06%",N/A,N/A,42.42,43.33,N/A,"8:00pm - <b>43.07</b>",43.07,42.17,N/A,N/A,N/A,"42.42 - 43.33",N/A,45.87,32.72,10.35,-2.80,+31.63%,-6.10%,"32.72 - 45.87",70443,100,200,3901,95976,2.84,0.67,0.94,0.25,42.21,675.27M,0.90,1.01,15.17,N/A,21.43,64.28,45.82,3.80,0.00,0.00,"6/25/2013","6/7/2013","4/15/2016",N/A,"8:00pm",3.36,+8.46%,0.60,+1.41%,42.47,39.71,N/A,N/A,N/A,N/A,N/A,70443,3.63B,N/A,13360000,N/A,"USM",N/A,"NYQ",84321000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.00B
"United States Cellular Corporat",25.10,25.04,N/A,N/A,25.45,25.41,-0.51,"-0.51 - -2.00%",N/A,N/A,"-2.00%",N/A,N/A,24.94,25.41,N/A,"8:00pm - <b>24.94</b>",24.94,N/A,N/A,N/A,N/A,"24.94 - 25.41",N/A,26.00,24.17,0.77,-1.06,+3.19%,-4.08%,"24.17 - 26.00",185814,500,400,100000,21048,2.84,N/A,N/A,0.00,42.21,675.27M,0.54,0.60,8.78,N/A,0.00,N/A,N/A,0.00,N/A,N/A,"6/15/2016","3/10/2016","4/15/2016",N/A,"8:00pm",-0.32,-1.29%,-0.37,-1.47%,25.31,25.26,N/A,N/A,N/A,N/A,N/A,185814,2.10B,N/A,13360000,N/A,"UZA",N/A,"NYQ",84321000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.00B
"United States Cellular Corporat",25.70,25.12,N/A,N/A,25.88,25.87,-0.27,"-0.27 - -1.04%",N/A,N/A,"-1.04%",N/A,N/A,25.61,25.87,N/A,"8:00pm - <b>25.61</b>",25.61,N/A,N/A,N/A,N/A,"25.61 - 25.87",N/A,31.61,24.62,0.99,-6.00,+4.02%,-18.98%,"24.62 - 31.61",22680,200,1700,100,37705,2.84,N/A,N/A,0.00,42.21,675.27M,0.55,0.61,9.02,N/A,0.00,N/A,N/A,0.00,N/A,N/A,"3/1/2016",N/A,"4/15/2016",N/A,"8:00pm",0.19,+0.73%,0.14,+0.57%,25.47,25.42,N/A,N/A,N/A,N/A,N/A,22680,2.16B,N/A,13360000,N/A,"UZB",N/A,"NYQ",84321000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.00B
"United States Cellular Corporat",25.14,25.12,N/A,N/A,25.15,25.15,-0.01,"-0.01 - -0.04%",N/A,N/A,"-0.04%",N/A,N/A,25.07,25.15,N/A,"8:00pm - <b>25.14</b>",25.14,N/A,N/A,N/A,N/A,"25.07 - 25.15",N/A,25.20,24.11,1.03,-0.06,+4.27%,-0.24%,"24.11 - 25.20",64765,200,400,100,62137,N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,"3/1/2016",N/A,"4/15/2016",N/A,"8:00pm",0.22,+0.88%,0.18,+0.74%,24.96,24.92,N/A,N/A,N/A,N/A,N/A,64765,N/A,N/A,N/A,N/A,"UZC",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"United States Steel Corporation",19.20,19.15,N/A,N/A,18.87,18.64,+0.37,"+0.37 - +1.96%",N/A,N/A,"+1.96%",N/A,N/A,18.48,19.33,N/A,"8:00pm - <b>19.24</b>",19.24,10.97,N/A,N/A,N/A,"18.48 - 19.33",N/A,27.62,6.15,13.09,-8.38,+212.85%,-30.34%,"6.15 - 27.62",13756191,500,400,240050,16191400,-10.32,-2.89,-0.70,-0.78,17.40,45.00M,0.24,1.08,N/A,N/A,0.20,N/A,N/A,1.51,1.06,0.20,"3/10/2016","2/9/2016","4/15/2016",N/A,"8:00pm",8.75,+83.33%,4.33,+29.00%,14.91,10.49,N/A,N/A,N/A,N/A,N/A,13756191,2.82B,N/A,145405000,N/A,"X",N/A,"NYQ",146347000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.57B
"United Technologies Corporation",104.75,104.15,N/A,N/A,104.68,104.47,-0.11,"-0.11 - -0.11%",N/A,N/A,"-0.11%",N/A,N/A,104.21,105.16,N/A,"8:00pm - <b>104.57</b>",104.57,105.05,N/A,N/A,N/A,"104.21 - 105.16",N/A,119.66,83.39,21.18,-15.09,+25.40%,-12.61%,"83.39 - 119.66",3764701,100,100,462228,6389990,8.62,6.50,7.00,1.69,32.63,10.27B,1.56,3.21,12.13,N/A,1.78,16.09,14.94,4.50,2.45,2.56,"3/10/2016","2/17/2016","4/15/2016",N/A,"8:00pm",9.83,+10.37%,5.51,+5.57%,99.06,94.74,N/A,N/A,N/A,N/A,N/A,3764701,87.47B,N/A,773557000,N/A,"UTX",N/A,"NYQ",836432000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.10B
"UnitedHealth Group Incorporated",127.60,127.33,N/A,N/A,127.98,127.89,-0.65,"-0.65 - -0.51%",N/A,N/A,"-0.51%",N/A,N/A,126.22,128.06,N/A,"8:00pm - <b>127.33</b>",127.33,142.17,N/A,N/A,N/A,"126.22 - 128.06",N/A,131.10,95.00,32.33,-3.77,+34.03%,-2.88%,"95.00 - 131.10",2835230,200,200,282613,3594640,6.01,7.73,8.79,1.92,35.50,12.28B,0.77,3.61,21.19,N/A,1.17,16.47,14.49,3.30,1.56,2.00,"3/22/2016","3/9/2016","4/15/2016",N/A,"8:00pm",9.00,+7.60%,1.65,+1.32%,125.68,118.33,N/A,N/A,N/A,N/A,N/A,2835230,121.05B,N/A,935339000,N/A,"UNH",N/A,"NYQ",950674000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,157.11B
"UNITIL Corporation Common Stock",41.66,41.59,N/A,N/A,41.46,41.22,+0.05,"+0.05 - +0.12%",N/A,N/A,"+0.12%",N/A,N/A,41.07,41.65,N/A,"8:00pm - <b>41.51</b>",41.51,37.33,N/A,N/A,N/A,"41.07 - 41.65",N/A,43.29,32.63,8.88,-1.78,+27.21%,-4.11%,"32.63 - 43.29",32645,400,100,2997,52687,1.89,1.91,2.04,0.14,20.20,108.80M,1.36,2.05,21.97,N/A,4.85,21.73,20.35,6.97,3.42,1.42,"2/26/2016","2/10/2016","4/15/2016",N/A,"8:00pm",3.74,+9.91%,0.33,+0.79%,41.18,37.77,N/A,N/A,N/A,N/A,N/A,32645,580.81M,N/A,13147000,N/A,"UTL",N/A,"NYQ",13992000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,426.80M
"Univar Inc. Common Stock",17.95,10.50,N/A,N/A,17.69,17.59,+0.21,"+0.21 - +1.19%",N/A,N/A,"+1.19%",N/A,N/A,17.59,17.98,N/A,"8:00pm - <b>17.90</b>",17.90,18.00,N/A,N/A,N/A,"17.59 - 17.98",N/A,27.75,10.65,7.25,-9.85,+68.08%,-35.50%,"10.65 - 27.75",243875,800,200,12205,354373,0.14,0.76,1.03,0.24,5.92,561.10M,0.27,2.99,129.71,N/A,0.79,23.55,17.38,2.96,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",1.37,+8.28%,1.15,+6.86%,16.75,16.53,N/A,N/A,N/A,N/A,N/A,243875,2.47B,N/A,44553000,N/A,"UNVR",N/A,"NYQ",138000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.98B
"Universal American Corporation ",7.92,7.86,N/A,N/A,7.74,7.74,+0.12,"+0.12 - +1.55%",N/A,N/A,"+1.55%",N/A,N/A,7.69,7.93,N/A,"8:00pm - <b>7.86</b>",7.86,7.25,N/A,N/A,N/A,"7.69 - 7.93",N/A,11.16,5.55,2.31,-3.30,+41.62%,-29.57%,"5.55 - 11.16",143405,100,2200,9129,115342,-0.19,0.17,0.28,0.06,7.56,18.19M,0.32,1.02,N/A,N/A,1.19,46.24,28.07,17.02,0.00,0.00,"10/26/2015","10/15/2015","4/15/2016",N/A,"8:00pm",1.00,+14.55%,0.82,+11.62%,7.04,6.86,N/A,N/A,N/A,N/A,N/A,143405,634.50M,N/A,37984000,N/A,"UAM",N/A,"NYQ",80725000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.94B
"Universal Corporation Common St",54.73,48.90,N/A,N/A,53.45,53.48,+0.02,"+0.02 - +0.04%",N/A,N/A,"+0.04%",N/A,N/A,53.06,54.02,N/A,"8:00pm - <b>53.47</b>",53.47,59.00,N/A,N/A,N/A,"53.06 - 54.02",N/A,58.89,45.61,7.86,-5.42,+17.23%,-9.20%,"45.61 - 58.89",95600,100,100,9201,192721,3.96,3.70,5.05,0.00,51.52,186.46M,0.58,1.04,13.49,N/A,0.00,N/A,N/A,16.36,3.97,2.12,"5/9/2016","4/7/2016","4/15/2016",N/A,"8:00pm",-0.97,-1.79%,-1.81,-3.27%,55.28,54.44,N/A,N/A,N/A,N/A,N/A,95600,1.21B,N/A,22043000,N/A,"UVV",N/A,"NYQ",22717000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.09B
"Universal Health Realty Income ",57.50,55.76,N/A,N/A,55.34,55.21,+0.49,"+0.49 - +0.89%",N/A,N/A,"+0.89%",N/A,N/A,55.18,56.10,N/A,"8:00pm - <b>55.83</b>",55.83,33.00,N/A,N/A,N/A,"55.18 - 56.10",N/A,57.02,42.81,13.02,-1.19,+30.41%,-2.09%,"42.81 - 57.02",32518,300,300,7036,46223,1.78,nan,N/A,0.00,14.64,43.15M,11.53,3.78,31.37,N/A,0.00,N/A,N/A,7.01,4.66,2.58,"3/31/2016","3/14/2016","4/15/2016",N/A,"8:00pm",4.90,+9.61%,1.40,+2.57%,54.43,50.93,N/A,N/A,N/A,N/A,N/A,32518,744.05M,N/A,12297000,N/A,"UHT",N/A,"NYQ",13327000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.95M
