"Western Asset Mortgage Defined ",25.09,21.90,N/A,N/A,22.84,22.89,+0.20,"+0.20 - +0.88%",N/A,N/A,"+0.88%",N/A,N/A,22.84,23.24,N/A,"8:00pm - <b>23.04</b>",23.04,N/A,N/A,N/A,N/A,"22.84 - 23.24",N/A,25.25,22.00,1.04,-2.21,+4.73%,-8.75%,"22.00 - 25.25",24655,100,200,502,54119,N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,10.50,2.52,"4/29/2016","3/16/2016","4/15/2016",N/A,"8:00pm",-0.46,-1.95%,0.10,+0.45%,22.94,23.50,N/A,N/A,N/A,N/A,N/A,24655,N/A,N/A,N/A,N/A,"DMO",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Western Asset Municipal Defined",25.38,22.09,N/A,N/A,24.52,24.57,+0.10,"+0.10 - +0.41%",N/A,N/A,"+0.41%",N/A,N/A,24.51,24.62,N/A,"8:00pm - <b>24.62</b>",24.62,N/A,N/A,N/A,N/A,"24.51 - 24.62",N/A,25.23,22.16,2.46,-0.61,+11.10%,-2.42%,"22.16 - 25.23",15770,900,4100,100,23142,N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,4.40,1.01,"4/29/2016","3/16/2016","4/15/2016",N/A,"8:00pm",0.55,+2.27%,0.01,+0.03%,24.61,24.07,N/A,N/A,N/A,N/A,N/A,15770,N/A,N/A,N/A,N/A,"MTT",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Western Asset Municipal High In",8.2200,7.9500,N/A,N/A,8.2500,8.1900,-0.0318,"-0.0318 - -0.3855%",N/A,N/A,"-0.3855%",N/A,N/A,8.1900,8.2500,N/A,"8:00pm - <b>8.2182</b>",8.2182,N/A,N/A,N/A,N/A,"8.1900 - 8.2500",N/A,8.3300,7.0000,1.2182,-0.1118,+17.4029%,-1.3421%,"7.0000 - 8.3300",44150,300,2200,826,42955,0.6110,N/A,N/A,0.0000,0.0000,0.00,N/A,N/A,N/A,N/A,0.0000,N/A,N/A,0.0000,4.9000,0.3500,"4/29/2016","3/16/2016","4/15/2016",N/A,"8:00pm",0.4639,+5.9829%,0.1488,+1.8436%,8.0694,7.7543,N/A,N/A,N/A,N/A,N/A,44150,N/A,N/A,N/A,N/A,"MHF",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Western Asset Municipal Partner",16.70,16.65,N/A,N/A,16.67,16.76,-0.01,"-0.01 - -0.06%",N/A,N/A,"-0.06%",N/A,N/A,16.66,16.76,N/A,"8:00pm - <b>16.66</b>",16.66,N/A,N/A,N/A,N/A,"16.66 - 16.76",N/A,17.06,14.64,2.02,-0.40,+13.80%,-2.34%,"14.64 - 17.06",19904,900,200,100,29195,0.80,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,5.80,0.87,"4/29/2016","3/16/2016","4/15/2016",N/A,"8:00pm",0.78,+4.94%,0.02,+0.11%,16.64,15.88,N/A,N/A,N/A,N/A,N/A,19904,N/A,N/A,N/A,N/A,"MNP",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Western Asset Variable Rate Str",15.46,13.86,N/A,N/A,15.38,15.36,+0.08,"+0.08 - +0.52%",N/A,N/A,"+0.52%",N/A,N/A,15.36,15.46,N/A,"8:00pm - <b>15.46</b>",15.46,N/A,N/A,N/A,N/A,"15.36 - 15.46",N/A,16.74,14.59,0.87,-1.28,+5.96%,-7.65%,"14.59 - 16.74",22543,400,6500,200,12337,0.08,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,4.00,0.64,"4/29/2016","3/16/2016","4/15/2016",N/A,"8:00pm",-0.14,-0.92%,0.17,+1.14%,15.29,15.60,N/A,N/A,N/A,N/A,N/A,22543,N/A,N/A,N/A,N/A,"GFY",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Western Asset Worldwide Income ",10.55,10.34,N/A,N/A,10.49,10.50,+0.04,"+0.04 - +0.38%",N/A,N/A,"+0.38%",N/A,N/A,10.45,10.53,N/A,"8:00pm - <b>10.53</b>",10.53,N/A,N/A,N/A,N/A,"10.45 - 10.53",N/A,11.78,8.86,1.67,-1.25,+18.85%,-10.61%,"8.86 - 11.78",16360,24200,400,318,45748,-0.83,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,6.00,0.62,"4/29/2016","3/16/2016","4/15/2016",N/A,"8:00pm",0.54,+5.42%,0.29,+2.78%,10.24,9.99,N/A,N/A,N/A,N/A,N/A,16360,N/A,N/A,N/A,N/A,"SBW",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Western Asset/Claymore Inflatio",10.94,10.91,N/A,N/A,10.96,10.91,-0.04,"-0.04 - -0.36%",N/A,N/A,"-0.36%",N/A,N/A,10.90,10.97,N/A,"8:00pm - <b>10.92</b>",10.92,N/A,N/A,N/A,N/A,"10.90 - 10.97",N/A,11.58,9.99,0.93,-0.66,+9.31%,-5.70%,"9.99 - 11.58",99285,400,1300,100,163482,-0.58,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,3.20,0.35,"3/31/2016","4/13/2016","4/15/2016",N/A,"8:00pm",0.48,+4.65%,0.19,+1.80%,10.73,10.44,N/A,N/A,N/A,N/A,N/A,99285,N/A,N/A,N/A,N/A,"WIW",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Western Asset/Claymore Inflatio",11.27,11.24,N/A,N/A,11.28,11.26,-0.03,"-0.03 - -0.27%",N/A,N/A,"-0.27%",N/A,N/A,11.23,11.29,N/A,"8:00pm - <b>11.25</b>",11.25,N/A,N/A,N/A,N/A,"11.23 - 11.29",N/A,11.75,10.31,0.94,-0.50,+9.12%,-4.26%,"10.31 - 11.75",28760,500,200,100,83789,-0.35,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,0.10,0.01,"3/31/2016","4/13/2016","4/15/2016",N/A,"8:00pm",0.53,+4.94%,0.17,+1.51%,11.08,10.72,N/A,N/A,N/A,N/A,N/A,28760,N/A,N/A,N/A,N/A,"WIA",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Western Gas Equity Partners, LP",36.32,35.93,N/A,N/A,38.08,37.91,-2.55,"-2.55 - -6.70%",N/A,N/A,"-6.70%",N/A,N/A,35.48,37.92,N/A,"8:00pm - <b>35.53</b>",35.53,36.63,N/A,N/A,N/A,"35.48 - 37.92",N/A,66.24,19.21,16.32,-30.71,+84.96%,-46.36%,"19.21 - 66.24",157701,700,300,6494,289968,0.80,1.24,1.59,0.28,5.35,617.83M,5.78,7.12,44.69,N/A,1.71,28.65,22.35,9.99,4.24,1.61,"2/22/2016","1/28/2016","4/15/2016",N/A,"8:00pm",0.96,+2.76%,2.59,+7.87%,32.94,34.57,N/A,N/A,N/A,N/A,N/A,157701,7.78B,N/A,27243000,N/A,"WGP",N/A,"NYQ",218913000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.44B
"Western Gas Partners, LP Limite",45.14,19.35,N/A,N/A,46.34,46.11,-1.39,"-1.39 - -3.00%",N/A,N/A,"-3.00%",N/A,N/A,44.95,46.67,N/A,"8:00pm - <b>44.95</b>",44.95,49.00,N/A,N/A,N/A,"44.95 - 46.67",N/A,74.30,25.40,19.55,-29.35,+76.97%,-39.50%,"25.40 - 74.30",313581,300,500,30232,788705,0.13,1.94,2.54,0.44,25.81,625.66M,4.48,1.80,353.94,N/A,2.41,23.17,17.70,4.20,6.91,3.20,"2/11/2016","1/28/2016","4/15/2016",N/A,"8:00pm",2.21,+5.16%,2.96,+7.05%,41.99,42.74,N/A,N/A,N/A,N/A,N/A,313581,6.28B,N/A,79816000,N/A,"WES",N/A,"NYQ",139805000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.45B
"Western Refining Logistics, LP ",24.17,24.00,N/A,N/A,24.07,23.78,-0.03,"-0.03 - -0.12%",N/A,N/A,"-0.12%",N/A,N/A,23.70,24.39,N/A,"8:00pm - <b>24.04</b>",24.04,26.20,N/A,N/A,N/A,"23.70 - 24.39",N/A,32.70,17.35,6.69,-8.66,+38.56%,-26.48%,"17.35 - 32.70",86699,200,200,4370,76944,1.33,1.62,1.92,0.38,-0.59,105.71M,0.44,N/A,18.02,N/A,0.85,14.84,12.52,3.02,6.31,1.52,"2/26/2016","2/9/2016","4/15/2016",N/A,"8:00pm",1.59,+7.08%,1.87,+8.44%,22.17,22.45,N/A,N/A,N/A,N/A,N/A,86699,1.14B,N/A,9890000,N/A,"WNRL",N/A,"NYQ",47257000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.60B
"Western Refining Inc. Western R",26.58,26.47,N/A,N/A,27.45,27.37,-0.98,"-0.98 - -3.57%",N/A,N/A,"-3.57%",N/A,N/A,26.43,27.50,N/A,"8:00pm - <b>26.47</b>",26.47,35.09,N/A,N/A,N/A,"26.43 - 27.50",N/A,50.71,24.43,2.04,-24.24,+8.35%,-47.80%,"24.43 - 50.71",2693795,300,200,84122,2516630,4.28,2.52,2.59,0.92,14.07,1.18B,0.26,1.95,6.18,N/A,-1.35,10.50,10.22,4.29,5.54,1.52,"2/4/2016","4/14/2016","4/15/2016",N/A,"8:00pm",-9.57,-26.55%,-1.77,-6.28%,28.24,36.04,N/A,N/A,N/A,N/A,N/A,2693795,2.48B,N/A,64834000,N/A,"WNR",N/A,"NYQ",93684000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.79B
"Western Union Company (The) Com",20.03,19.96,N/A,N/A,19.95,19.91,+0.04,"+0.04 - +0.20%",N/A,N/A,"+0.20%",N/A,N/A,19.85,20.03,N/A,"8:00pm - <b>19.99</b>",19.99,18.90,N/A,N/A,N/A,"19.85 - 20.03",N/A,22.84,16.02,3.97,-2.85,+24.78%,-12.48%,"16.02 - 22.84",5244174,600,600,149436,5304110,1.62,1.63,1.74,0.40,2.80,1.39B,1.83,7.14,12.34,N/A,1.70,12.26,11.49,12.36,3.21,0.64,"3/31/2016","3/15/2016","4/15/2016",N/A,"8:00pm",1.45,+7.81%,0.82,+4.28%,19.17,18.54,N/A,N/A,N/A,N/A,N/A,5244174,10.03B,N/A,500448000,N/A,"WU",N/A,"NYQ",501914000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.48B
"Westinghouse Air Brake Technolo",83.73,77.12,N/A,N/A,80.66,80.63,+0.64,"+0.64 - +0.79%",N/A,N/A,"+0.79%",N/A,N/A,80.63,81.69,N/A,"8:00pm - <b>81.30</b>",81.30,84.55,N/A,N/A,N/A,"80.63 - 81.69",N/A,105.10,60.28,21.02,-23.80,+34.87%,-22.65%,"60.28 - 105.10",654145,100,100,137379,1114550,4.10,4.34,4.58,1.09,18.51,672.30M,2.24,4.36,19.83,N/A,1.25,18.73,17.75,12.34,0.40,0.32,"2/26/2016","2/10/2016","4/15/2016",N/A,"8:00pm",6.02,+8.00%,3.94,+5.09%,77.36,75.28,N/A,N/A,N/A,N/A,N/A,654145,7.47B,N/A,87063000,N/A,"WAB",N/A,"NYQ",91930000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.31B
"Westlake Chemical Corporation C",47.49,44.50,N/A,N/A,46.65,46.65,+0.29,"+0.29 - +0.62%",N/A,N/A,"+0.62%",N/A,N/A,45.99,47.19,N/A,"8:00pm - <b>46.94</b>",46.94,56.78,N/A,N/A,N/A,"45.99 - 47.19",N/A,79.25,39.90,7.04,-32.31,+17.64%,-40.77%,"39.90 - 79.25",499097,200,100,23236,1025280,4.86,3.92,3.99,0.99,25.08,1.18B,1.36,1.86,9.66,N/A,10.63,11.97,11.76,4.54,1.56,0.73,"3/14/2016","2/25/2016","4/15/2016",N/A,"8:00pm",-4.35,-8.49%,1.17,+2.56%,45.77,51.29,N/A,N/A,N/A,N/A,N/A,499097,6.11B,N/A,37268000,N/A,"WLK",N/A,"NYQ",130218000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.46B
"Westlake Chemical Partners LP C",17.88,17.87,N/A,N/A,17.65,17.65,+0.23,"+0.23 - +1.30%",N/A,N/A,"+1.30%",N/A,N/A,17.63,17.95,N/A,"8:00pm - <b>17.88</b>",17.88,21.67,N/A,N/A,N/A,"17.63 - 17.95",N/A,29.37,14.05,3.83,-11.49,+27.26%,-39.12%,"14.05 - 29.37",30929,100,200,498,89827,1.47,1.57,1.88,0.29,12.58,440.54M,0.47,1.40,12.16,N/A,0.18,11.39,9.51,3.26,6.98,1.23,"2/26/2016","2/9/2016","4/15/2016",N/A,"8:00pm",-0.43,-2.33%,-0.24,-1.30%,18.12,18.31,N/A,N/A,N/A,N/A,N/A,30929,482.08M,N/A,23193000,N/A,"WLKP",N/A,"NYQ",26962000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.01B
"Westmoreland Resource Partners,",5.76,5.66,N/A,N/A,5.75,5.85,-0.09,"-0.09 - -1.52%",N/A,N/A,"-1.52%",N/A,N/A,5.66,5.85,N/A,"8:00pm - <b>5.66</b>",5.66,0.92,N/A,N/A,N/A,"5.66 - 5.85",N/A,12.23,2.38,3.28,-6.57,+137.82%,-53.72%,"2.38 - 12.23",3072,100,800,100,8071,-2.23,-11.62,-11.62,0.00,-0.34,50.45M,0.35,N/A,N/A,N/A,0.00,N/A,N/A,1.35,13.92,0.80,"2/12/2016","2/3/2016","4/15/2016",N/A,"8:00pm",0.80,+16.50%,0.93,+19.60%,4.73,4.86,N/A,N/A,N/A,N/A,N/A,3072,123.70M,N/A,16331000,N/A,"WMLP",N/A,"NYQ",21855000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,361.86M
"Westpac Banking Corporation Com",23.76,23.74,N/A,N/A,23.68,23.76,+0.06,"+0.06 - +0.25%",N/A,N/A,"+0.25%",N/A,N/A,23.69,23.85,N/A,"8:00pm - <b>23.74</b>",23.74,24.31,N/A,N/A,N/A,"23.69 - 23.85",N/A,30.77,19.83,3.91,-7.03,+19.72%,-22.85%,"19.83 - 30.77",139793,300,400,4793,225044,1.89,1.78,1.91,0.00,12.70,0.00,4.74,1.86,12.54,N/A,3.34,13.34,12.43,3.71,5.68,1.35,"12/1/2015","11/19/2015","4/15/2016",N/A,"8:00pm",1.29,+5.76%,0.47,+2.01%,23.27,22.45,N/A,N/A,N/A,N/A,N/A,139793,75.35B,N/A,3120651000,N/A,"WBK",N/A,"NYQ",3174006000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.86B
"Westrock Company Common Stock",38.61,38.60,N/A,N/A,38.31,38.12,+0.31,"+0.31 - +0.81%",N/A,N/A,"+0.81%",N/A,N/A,38.12,38.98,N/A,"8:00pm - <b>38.62</b>",38.62,70.56,N/A,N/A,N/A,"38.12 - 38.98",N/A,66.40,29.73,8.89,-27.78,+29.90%,-41.84%,"29.73 - 66.40",1760421,1200,7500,145942,2373260,-0.36,3.96,2.96,0.77,42.61,2.03B,0.79,0.90,N/A,N/A,16.49,14.46,13.05,3.02,3.92,1.50,"2/25/2016","2/10/2016","4/15/2016",N/A,"8:00pm",-4.55,-10.54%,1.07,+2.86%,37.55,43.17,N/A,N/A,N/A,N/A,N/A,1760421,9.95B,N/A,248282000,N/A,"WRK",N/A,"NYQ",257600000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.55B
"Westwood Holdings Group Inc Com",59.33,59.14,N/A,N/A,59.76,59.51,-0.62,"-0.62 - -1.04%",N/A,N/A,"-1.04%",N/A,N/A,58.90,59.76,N/A,"8:00pm - <b>59.14</b>",59.14,N/A,N/A,N/A,N/A,"58.90 - 59.76",N/A,64.09,41.40,17.74,-4.95,+42.85%,-7.72%,"41.40 - 64.09",12727,200,400,1023,25190,3.33,3.67,3.77,0.00,16.85,45.55M,3.63,3.55,17.76,N/A,0.00,N/A,N/A,5.29,3.82,2.28,"4/1/2016","3/9/2016","4/15/2016",N/A,"8:00pm",5.34,+9.92%,2.37,+4.18%,56.77,53.80,N/A,N/A,N/A,N/A,N/A,12727,470.04M,N/A,7094000,N/A,"WHG",N/A,"NYQ",7948000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,130.94M
"WEX Inc. common stock",86.46,83.37,N/A,N/A,86.59,86.20,-0.42,"-0.42 - -0.49%",N/A,N/A,"-0.49%",N/A,N/A,84.78,87.20,N/A,"8:00pm - <b>86.17</b>",86.17,77.55,N/A,N/A,N/A,"84.78 - 87.20",N/A,118.97,54.42,31.75,-32.80,+58.34%,-27.57%,"54.42 - 118.97",176492,100,100,36768,453587,2.62,3.98,4.68,1.00,27.96,318.50M,3.93,3.10,32.89,N/A,2.33,21.65,18.41,3.39,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",4.27,+5.22%,7.11,+8.99%,79.06,81.90,N/A,N/A,N/A,N/A,N/A,176492,3.34B,N/A,38324000,N/A,"WEX",N/A,"NYQ",38745000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,854.64M
"Weyerhaeuser Company Common Sto",31.79,31.63,N/A,N/A,31.71,31.66,+0.02,"+0.02 - +0.06%",N/A,N/A,"+0.06%",N/A,N/A,31.57,31.81,N/A,"8:00pm - <b>31.73</b>",31.73,34.00,N/A,N/A,N/A,"31.57 - 31.81",N/A,33.10,22.06,9.67,-1.37,+43.83%,-4.14%,"22.06 - 33.10",3845275,300,100,328661,7006680,0.89,1.03,1.03,0.00,9.51,1.47B,2.29,3.33,35.65,N/A,0.00,N/A,30.81,2.73,3.91,1.24,"3/18/2016","3/4/2016","4/15/2016",N/A,"8:00pm",3.05,+10.63%,2.12,+7.14%,29.61,28.68,N/A,N/A,N/A,N/A,N/A,3845275,16.20B,N/A,505061000,N/A,"WY",N/A,"NYQ",510492000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.06B
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"WY^A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"WGL Holdings IncCommon Stock",70.54,65.66,N/A,N/A,68.63,68.67,+0.57,"+0.57 - +0.83%",N/A,N/A,"+0.83%",N/A,N/A,68.48,69.50,N/A,"8:00pm - <b>69.20</b>",69.20,60.67,N/A,N/A,N/A,"68.48 - 69.50",N/A,74.10,51.86,17.34,-4.90,+33.44%,-6.61%,"51.86 - 74.10",209256,200,200,47282,262090,2.70,3.13,3.30,0.09,25.87,380.38M,1.36,2.65,25.64,N/A,2.74,22.11,20.97,7.66,2.84,1.95,"5/1/2016","4/6/2016","4/15/2016",N/A,"8:00pm",4.97,+7.74%,-0.61,-0.88%,69.81,64.23,N/A,N/A,N/A,N/A,N/A,209256,3.45B,N/A,49413000,N/A,"WGL",N/A,"NYQ",49847000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.52B
"Whirlpool Corporation Common St",187.54,186.03,N/A,N/A,186.13,186.36,+0.27,"+0.27 - +0.15%",N/A,N/A,"+0.15%",N/A,N/A,184.97,187.46,N/A,"8:00pm - <b>186.40</b>",186.40,190.90,N/A,N/A,N/A,"184.97 - 187.46",N/A,200.18,123.60,62.80,-13.78,+50.81%,-6.88%,"123.60 - 200.18",794342,100,400,41102,1108690,9.83,14.60,16.96,3.33,61.42,2.09B,0.69,3.03,18.96,N/A,0.75,12.76,10.99,3.01,1.93,3.60,"3/15/2016","2/24/2016","4/15/2016",N/A,"8:00pm",31.79,+20.56%,13.64,+7.90%,172.76,154.61,N/A,N/A,N/A,N/A,N/A,794342,14.40B,N/A,76685000,N/A,"WHR",N/A,"NYQ",77233000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.89B
"White Mountains Insurance Group",830.00,111.11,N/A,N/A,807.00,809.80,+4.84,"+4.84 - +0.60%",N/A,N/A,"+0.60%",N/A,N/A,807.11,822.29,N/A,"8:00pm - <b>811.84</b>",811.84,360.00,N/A,N/A,N/A,"807.11 - 822.29",N/A,822.29,635.00,176.84,-10.45,+27.85%,-1.27%,"635.00 - 822.29",28199,100,300,642,19408,50.60,7.60,11.78,0.95,690.62,235.90M,2.53,1.17,16.04,N/A,-13.79,106.82,68.92,2.12,0.12,1.00,"3/30/2016","3/17/2016","4/15/2016",N/A,"8:00pm",50.98,+6.70%,22.69,+2.88%,789.15,760.86,N/A,N/A,N/A,N/A,N/A,28199,4.60B,N/A,5438000,N/A,"WTM",N/A,"NYQ",5666000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.81B
"Whitestone REIT Common Shares",13.14,13.12,N/A,N/A,12.99,12.93,+0.13,"+0.13 - +1.00%",N/A,N/A,"+1.00%",N/A,N/A,12.91,13.23,N/A,"8:00pm - <b>13.12</b>",13.12,15.25,N/A,N/A,N/A,"12.91 - 13.23",N/A,15.66,9.44,3.68,-2.54,+38.98%,-16.22%,"9.44 - 15.66",196522,800,900,4582,161974,0.24,1.36,1.39,0.34,9.00,41.77M,3.75,1.44,54.67,N/A,0.00,9.65,9.44,7.31,8.78,1.14,"4/8/2016","3/30/2016","4/15/2016",N/A,"8:00pm",1.40,+11.91%,0.86,+6.97%,12.26,11.72,N/A,N/A,N/A,N/A,N/A,196522,354.24M,N/A,26255000,N/A,"WSR",N/A,"NYQ",27000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.42M
"Whitewave Foods Company (The) C",40.01,39.88,N/A,N/A,39.01,39.01,+0.91,"+0.91 - +2.33%",N/A,N/A,"+2.33%",N/A,N/A,39.00,39.97,N/A,"8:00pm - <b>39.92</b>",39.92,45.88,N/A,N/A,N/A,"39.00 - 39.97",N/A,52.53,31.40,8.52,-12.61,+27.13%,-24.01%,"31.40 - 52.53",1318223,100,100,100674,2075000,0.94,1.36,1.59,0.30,6.87,452.23M,1.78,5.68,42.47,N/A,1.60,29.35,25.11,6.99,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",0.63,+1.61%,0.11,+0.28%,39.81,39.29,N/A,N/A,N/A,N/A,N/A,1318223,7.03B,N/A,172586000,N/A,"WWAV",N/A,"NYQ",176169000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.87B
"Whiting Petroleum Corporation C",10.75,10.72,N/A,N/A,10.79,10.42,-0.12,"-0.12 - -1.11%",N/A,N/A,"-1.11%",N/A,N/A,10.26,11.13,N/A,"8:00pm - <b>10.67</b>",10.67,10.91,N/A,N/A,N/A,"10.26 - 11.13",N/A,39.15,3.35,7.32,-28.48,+218.51%,-72.75%,"3.35 - 39.15",25013931,300,1500,156066,29145100,-11.35,-2.24,-1.30,-0.62,23.27,1.26B,1.05,0.46,N/A,N/A,0.12,N/A,N/A,1.27,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",-0.52,-4.69%,2.76,+34.85%,7.91,11.19,N/A,N/A,N/A,N/A,N/A,25013931,2.18B,N/A,201397000,N/A,"WLL",N/A,"NYQ",204385000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.09B
"Willbros Group, Inc. (DE) Commo",2.48,2.47,N/A,N/A,2.16,2.14,+0.31,"+0.31 - +14.35%",N/A,N/A,"+14.35%",N/A,N/A,2.12,2.66,N/A,"8:00pm - <b>2.47</b>",2.47,2.04,N/A,N/A,N/A,"2.12 - 2.66",N/A,3.43,0.68,1.79,-0.96,+263.24%,-27.99%,"0.68 - 3.43",479914,200,1000,4816,215345,-1.49,-0.15,0.07,-0.05,1.58,-5.82M,0.10,1.37,N/A,N/A,-3.29,N/A,35.29,5.37,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",0.32,+15.07%,0.49,+24.82%,1.98,2.15,N/A,N/A,N/A,N/A,N/A,479914,153.33M,N/A,46458000,N/A,"WG",N/A,"NYQ",62077000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.35B
"Williams Companies, Inc. (The) ",17.59,17.11,N/A,N/A,17.77,17.57,-0.22,"-0.22 - -1.24%",N/A,N/A,"-1.24%",N/A,N/A,17.36,17.94,N/A,"8:00pm - <b>17.55</b>",17.55,29.07,N/A,N/A,N/A,"17.36 - 17.94",N/A,61.38,10.22,7.33,-43.83,+71.72%,-71.41%,"10.22 - 61.38",6345715,600,2000,275414,14057000,-0.74,0.96,1.25,0.23,9.86,2.91B,1.81,1.80,N/A,N/A,-15.43,18.28,14.04,2.20,14.41,2.56,"3/28/2016","3/10/2016","4/15/2016",N/A,"8:00pm",-8.09,-31.55%,0.83,+4.94%,16.72,25.64,N/A,N/A,N/A,N/A,N/A,6345715,13.16B,N/A,706706000,N/A,"WMB",N/A,"NYQ",749789000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.36B
"Williams Partners, L.P. Common ",25.00,24.00,N/A,N/A,24.25,24.30,+0.54,"+0.54 - +2.23%",N/A,N/A,"+2.23%",N/A,N/A,24.03,25.22,N/A,"8:00pm - <b>24.79</b>",24.79,55.00,N/A,N/A,N/A,"24.03 - 25.22",N/A,59.44,12.69,12.10,-34.65,+95.35%,-58.29%,"12.69 - 59.44",3631656,100,100,292584,3507200,-3.20,0.76,1.84,0.36,42.63,3.04B,1.94,0.57,N/A,N/A,0.40,16.64,13.47,3.95,14.02,3.40,"2/12/2016","2/3/2016","4/15/2016",N/A,"8:00pm",0.01,+0.06%,4.33,+21.18%,20.46,24.78,N/A,N/A,N/A,N/A,N/A,3631656,14.55B,N/A,232245000,N/A,"WPZ",N/A,"NYQ",586731000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.33B
"Williams-Sonoma, Inc. Common St",60.90,57.62,N/A,N/A,60.36,60.34,+0.55,"+0.55 - +0.91%",N/A,N/A,"+0.91%",N/A,N/A,60.03,61.55,N/A,"8:00pm - <b>60.91</b>",60.91,62.43,N/A,N/A,N/A,"60.03 - 61.55",N/A,89.38,47.33,13.58,-28.47,+28.69%,-31.85%,"47.33 - 89.38",1968607,100,100,75569,1571250,3.39,3.57,3.94,0.60,12.40,662.90M,1.10,4.87,17.95,N/A,1.82,17.06,15.46,5.66,2.45,1.48,"5/27/2016","1/22/2016","4/15/2016",N/A,"8:00pm",-0.46,-0.74%,4.65,+8.27%,56.26,61.37,N/A,N/A,N/A,N/A,N/A,1968607,5.47B,N/A,76705000,N/A,"WSM",N/A,"NYQ",89843000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.93B
